Symbol,Date,Open,High,Low,Last,Close
TATAMOTORS,7/22/2021,305.5,307.45,301.05,303.1,302.55
TATAMOTORS,7/23/2021,300.5,301.9,295,295.8,295.55
TATAMOTORS,7/26/2021,295,297,291,292.75,293.15
TATAMOTORS,7/27/2021,293,297.65,288.6,291,291.4
TATAMOTORS,7/28/2021,290,290.9,283.6,285,284.45
TATAMOTORS,7/29/2021,287.55,295.4,287.55,293.8,292.9
TATAMOTORS,7/30/2021,294,300,293.25,294.4,293.95
TATAMOTORS,8/2/2021,299.15,299.4,295.6,296.7,296.85
TATAMOTORS,8/3/2021,298.5,304.5,297.7,303.65,303.7
TATAMOTORS,8/4/2021,304.75,306.45,297.2,298.1,298.15
TATAMOTORS,8/5/2021,295.5,300.9,292.75,299.5,299.7
TATAMOTORS,8/6/2021,300.05,303.4,297.65,300.2,300.05
TATAMOTORS,8/9/2021,300.75,304.2,296.05,297.95,298.1
TATAMOTORS,8/10/2021,297.9,300.2,291,294.2,294.2
TATAMOTORS,8/11/2021,295.3,297.8,286.45,295.7,295.45
TATAMOTORS,8/12/2021,297.3,307.4,297.3,306.8,306
TATAMOTORS,8/13/2021,308.8,311.5,303.05,306.5,307.25
TATAMOTORS,8/16/2021,305.95,307.85,303.05,303.5,303.7
TATAMOTORS,8/17/2021,302.8,302.8,292.8,296.95,297.7
TATAMOTORS,8/18/2021,296.9,297.75,292.6,293.15,293.35
TATAMOTORS,8/20/2021,289.5,290.7,281,281.6,283.1
TATAMOTORS,8/23/2021,287.2,288.3,275,276.95,276.95
TATAMOTORS,8/24/2021,278.5,281.5,268.45,280.8,279.8
TATAMOTORS,8/25/2021,282.8,289.2,282.45,284.5,284.4
TATAMOTORS,8/26/2021,284.85,287.35,281.65,284.8,284.3
TATAMOTORS,8/27/2021,282.9,286.8,281.7,285.6,285.75
TATAMOTORS,8/30/2021,290.1,293.5,289.9,291.75,291.95
TATAMOTORS,8/31/2021,291.75,291.95,286.1,287.6,287.3
TATAMOTORS,9/1/2021,289,297.4,287.3,294.65,295.25
TATAMOTORS,9/2/2021,295.25,296.3,291.7,293.05,293.15
TATAMOTORS,9/3/2021,292.5,296.45,292,295,295.55
TATAMOTORS,9/6/2021,297.5,298.95,296,297,297.45
TATAMOTORS,9/7/2021,297.35,297.8,290.9,294.5,294.6
TATAMOTORS,9/8/2021,293.5,298.8,291.6,295.05,295.25
TATAMOTORS,9/9/2021,294,303.5,293.55,298.4,298.95
TATAMOTORS,9/13/2021,299,302,295.5,301.05,301.2
TATAMOTORS,9/14/2021,302.25,307.2,302.2,305.75,306.1
TATAMOTORS,9/15/2021,306.1,313,306.1,311.5,311.95
TATAMOTORS,9/16/2021,313.4,315,307.65,311,311.65
TATAMOTORS,9/17/2021,312,315.35,306,308.15,308.6
TATAMOTORS,9/20/2021,304.9,310.25,297.3,297.8,298.95
TATAMOTORS,9/21/2021,298.6,302.7,293.1,301.6,301.95
TATAMOTORS,9/22/2021,303.15,313.8,303,310,310.1
TATAMOTORS,9/23/2021,313.2,324,313.2,321,321.5
TATAMOTORS,9/24/2021,325.1,326.95,316.05,317.6,317.95
TATAMOTORS,9/27/2021,323.15,333.6,323.15,331,331.65
TATAMOTORS,9/28/2021,334,336,324.5,328.7,329.3
TATAMOTORS,9/29/2021,325,333,324,330.35,330.25
TATAMOTORS,9/30/2021,331.25,337.9,329.1,333.7,333.35
TATAMOTORS,10/1/2021,332.65,337.3,325.7,332.9,333.3
TATAMOTORS,10/4/2021,336.8,343.25,335.15,342,342
TATAMOTORS,10/5/2021,340.45,351.5,338.85,345,344.95
TATAMOTORS,10/6/2021,347,348.7,335,335.6,336.05
TATAMOTORS,10/7/2021,341.1,383,339.25,378.5,376.5
TATAMOTORS,10/8/2021,385.9,397.55,380,382.8,382.95
TATAMOTORS,10/11/2021,390.15,420.9,388,417.8,415.75
TATAMOTORS,10/12/2021,423,435.7,413.6,421.25,420.85
TATAMOTORS,10/13/2021,462.9,523.85,462.9,509.7,506.9
TATAMOTORS,10/14/2021,530,530,492,496.6,497.6
TATAMOTORS,10/18/2021,507,525,503.6,509.8,509.6
TATAMOTORS,10/19/2021,512.45,517.4,476.05,484.75,481.9
TATAMOTORS,10/20/2021,481.8,497,471.25,489.7,486.9
TATAMOTORS,10/21/2021,491.75,510.4,485.75,508.95,508
TATAMOTORS,10/22/2021,509.9,510.7,487.4,490.6,490.9
TATAMOTORS,10/25/2021,493.9,496,473.25,478.8,479.9
TATAMOTORS,10/26/2021,483.5,510,483.25,508.2,508.65
TATAMOTORS,10/27/2021,505.75,506.55,496,496.8,497.9
TATAMOTORS,10/28/2021,493.9,493.9,478.55,481.8,481.05
TATAMOTORS,10/29/2021,482,491.6,467.7,484.45,483.7
TATAMOTORS,11/1/2021,486.45,489.7,469.8,486.4,485.7
TATAMOTORS,11/2/2021,506.5,510,486.5,488.05,487.85
TATAMOTORS,11/3/2021,483.8,495,481.6,485.2,484.9
TATAMOTORS,11/4/2021,489.8,493.55,488,490.05,489.7
TATAMOTORS,11/8/2021,493.9,504.85,490.25,501,501.4
TATAMOTORS,11/9/2021,505,520.65,503.5,511,509.65
TATAMOTORS,11/10/2021,506.25,515.95,500.2,511,510.75
TATAMOTORS,11/11/2021,510,519,501,504.5,503.45
TATAMOTORS,11/12/2021,506.95,509.55,497.35,507.35,507.05
TATAMOTORS,11/15/2021,506.25,514.9,504.5,504.65,505.45
TATAMOTORS,11/16/2021,506.9,526.85,506.2,517.95,519.05
TATAMOTORS,11/17/2021,520.25,536.7,520.25,528.4,530.15
TATAMOTORS,11/18/2021,531.45,534.2,501.3,509.95,509.7
TATAMOTORS,11/22/2021,512.25,512.25,478.4,486.4,486.1
TATAMOTORS,11/23/2021,484.4,499.35,477,495.9,495.5
TATAMOTORS,11/24/2021,499,501.8,485.3,486.9,488.65
TATAMOTORS,11/25/2021,490.8,495.15,486.5,494.2,492.75
TATAMOTORS,11/26/2021,486,486.75,458,459.4,460.2
TATAMOTORS,11/29/2021,457,470.75,443.1,462,461.45
TATAMOTORS,11/30/2021,466.55,478,455.65,458.95,458.6
TATAMOTORS,12/1/2021,467.85,478.4,463.55,478,475.25
TATAMOTORS,12/2/2021,479.4,480.45,471.7,478.5,479.1
TATAMOTORS,12/3/2021,480,484.7,477.3,480.3,480.1
TATAMOTORS,12/6/2021,480.1,480.9,466,467.95,467.2
TATAMOTORS,12/7/2021,476.85,484.9,471,482.3,481.8
TATAMOTORS,12/8/2021,484.5,495.95,483.5,493.6,493.9
TATAMOTORS,12/9/2021,498,498.5,489.55,493.15,493.95
TATAMOTORS,12/10/2021,487.75,496.8,486.55,493.4,494.45
